code,label
2310430000000,"Mitarbeiter/in im Bereich Agrarwesen, Natur, Tiere, Umweltwissenschaften"
2310430000099,Wissenschaftliche/r Mitarbeiter/in (Sonstige)
2310440000000,Mitarbeiter/in im Bereich Informatik und Mathematik
2310450000000,"Mitarbeiter/in im Bereich Volkswirtschaft, Betriebswirtschaft und Unternehmensführung"
2310460000000,"Mitarbeiter/in im Bereich Ingenieurwesen, Transport und Logistik"
2310470000000,Mitarbeiter/in im Bereich Gesundheitswissenschaften
2310480000000,Mitarbeiter/in im Bereich Geisteswissenschaften
2310490000000,"Mitarbeiter/in im Bereich Journalismus, Medien und Kommunikation"
2310500000000,Mitarbeiter/in im Bereich Recht und öffentliche Verwaltung
2310510000000,"Mitarbeiter/in im Bereich Freizeitwissenschaft, Tourismus und Gastronomie"
2310520000000,Mitarbeiter/in im Bereich Natur- und Biowissenschaften
2310540000000,Mitarbeiter/in für ein anderes Fachgebiet
2310550000000,"Mitarbeiter/in im Bereich Psychologie, pädagogische Fachgebiete"
2310560000000,Mitarbeiter/in im Bereich Sozialarbeit
2310570000000,"Doktorand/in im Bereich Agrarwesen, Natur, Tiere, Umweltwissenschaften"
2310580000000,Wissenschaftliche/r Mitarbeiter/in im Bereich Informatik und Mathematik
2310590000000,"Doktorand/in im Bereich Volkswirtschaft, Betriebswirtschaft und Unternehmensführung"
2310600000000,"Wissenschaftliche/r Mitarbeiter/in im Bereich Ingenieurwesen, Transport und Logistik"
2310610000000,Doktorand/in im Bereich Gesundheitswissenschaften
2310620000000,Doktorand/in im Bereich Geisteswissenschaften
2310630000000,"Doktorand/in im Bereich Journalismus, Medien und Kommunikation"
2310640000000,Wissenschaftliche/r Mitarbeiter/in im Bereich Recht und öffentliche Verwaltung
2310650000000,"Doktorand/in im Bereich Freizeitwissenschaft, Tourismus und Gastronomie"
2310660000000,Doktorand/in im Bereich Natur- und Biowissenschaften
2310680000000,Doktorand/in im Bereich eines anderen Fachgebiets
2310690000000,"Doktorand/in im Bereich Psychologie, pädagogische Fachgebiete"
2310700000000,Wissenschaftliche/r Mitarbeiter/in im Bereich Sozialarbeit
2320000100018,Ausbilder für Kraftfahrzeugtechnik
2320000200018,Kunstgewerbelehrer/in
2320001000018,Trades Ausbilder/in
2320001100018,Berufsausbilder/in
2320001200018,lehrer/in für berufliche Bildung
2320010000000,Berufsschullehrer/in für Fächer aus dem Bereich Agrar- und Tierwissenschaften
2320020000000,Berufsschullehrer/in für Fächer aus dem Bereich Informatik und Mathematik
2320030000000,"Berufsschullehrer/in für Fächer aus dem Bereich Volkswirtschaft, Betriebswirtschaft und Unternehmensführung"
2320040000000,Berufsschullehrer/in für Fächer aus dem Bereich Erziehungswissenschaften und Lehrerausbildung
2320050000000,"Berufsschullehrer/in für Fächer aus dem Bereich Ingenieurwesen, Produktion und Konstruktion"
2320060000000,"Berufsschullehrer/in für allgemeine Programme, kein bestimmtes Fachgebiet"
2320070000000,Berufsschullehrer/in für Fächer aus dem Bereich Gesundheits- und Sozialwesen
2320080000000,"Berufsschullehrer/in für Fächer aus dem Bereich Geisteswissenschaften, Sprachen und Kunst"
2320090000000,Berufsschullehrer/in für Fächer aus dem Bereich Recht und öffentliche Verwaltung
2320100000000,Berufsschullehrer/in für Fächer aus dem Bereich Natur- und Biowissenschaften
2320110000000,"Berufsschullehrer/in für Fächer aus dem Bereich Sozialarbeit, Sozialwissenschaften"
2320990000000,Berufsschullehrer/in für Fächer aus anderen Bereichen
2330000100018,Gymnasiallehrer/in (Sekundarschule)
2330010000000,"Lehrer/in für Fächer aus dem Bereich Agrarwesen, Tierwissenschaften in der Sekundarstufe"
2330020000000,Lehrer/in für Fächer aus dem Bereich Informatik und Mathematik in der Sekundarstufe
2330030000000,"Lehrer/in für Fächer aus dem Bereich Volkswirtschaft, Betriebswirtschaft, Unternehmensführung in der Sekundarstufe"
2330040000000,Lehrer/in für Fächer aus dem Bereich Erziehungswissenschaften und Lehrerausbildung in der Sekundarstufe
2330050000000,"Lehrer/in für Fächer aus dem Bereich Ingenieurwesen, Produktion und Konstruktion in der Sekundarstufe"
2330060000000,Lehrer/in für allgemeine Programme/ohne bestimmtes Fachgebiet in der Sekundarstufe
2330070000000,Lehrer/in für Fächer aus dem Bereich Gesundheits- und Sozialwesen in der Sekundarstufe
2330080000000,"Lehrer/in für Fächer aus dem Bereich Geisteswissenschaften, Sprachen und Kunst in der Sekundarstufe"
2330090000000,Lehrer/in für Fächer aus dem Bereich Recht und öffentliche Verwaltung in der Sekundarstufe
2330100000000,Lehrer/in für Fächer aus dem Bereich Natur- und Biowissenschaften in der Sekundarstufe
2330120000000,"Lehrer/in für Fächer aus dem Bereich Sozialarbeit, Sozialwissenschaften in der Sekundarstufe"
2330990000000,Sonstige Lehrer/in Hauptschulen
2341000100018,Grundschullehrer/in und Schulleiter/in
2341010000000,Primarschullehrer/in
2342000100018,Kindergartenpädagoge/in
2342000200016,"Lehrer/in des Primar-, Vorschulbereiches"
2342010000000,Kleinkinderzieher/in
2351000100018,Lehrplankoordinator
2351000200018,Lehrplanentwickler/in
2351000300018,Bildungsberater/in
2351001000016,Schulorganisator
2351010000000,Didaktikfachmann/frau
2351030000000,Schulinspektor/in
2351140000000,Bildungsadministrator/in
2352000100018,Lehrer/in für Lehrunterricht
2352000200018,Lehrer/in für Alphabetisierungsunterstützung
2352000900018,Lehrer/in für die Unterstützung der Numerik
2352001000018,Sonderschullehrer/in
2352001100018,Sonderpädagoge/in
2352001200018,Lehrer/in für Blinde
2352001300018,Lehrer/in für Gehörlose
2352001400018,Lehrer/in für den Dummkopf
2352001500018,Lehrer/in für geistig Behinderte
2352001600018,Lehrer/in für Körperbehinderte
2352001700018,Lehrer/in für begabte Kinder/in
2352010000000,Sonderschullehrer/in Grundschule
2352020000000,Lehrer/in für Förderunterricht an höheren Schulen
2352030000000,Lehrer/in für Förderunterricht
2352040000000,Sonderpädagoge/in (Sonstige)
2353000100018,Fremdsprachenlehrer/in
2353000200018,Intensivsprachlehrer/in
2353000300018,Sprachlehrer/in (nach der Schule)
2353000400018,Sprachlehrer/in (Nachhilfe)
2353000500018,Migrationslehrer/in
2353010000000,Lehrer/in Erst-/Zweitsprachenerwerb
2353990000000,Sonstige/r Sprachlehrer/in
2354000100018,Gitarrentutor (Privatunterricht)
2354000200018,Musiklehrer/in (Privatunterricht)
2354000500018,Klavierlehrer/in (Privatunterricht)
2354000600018,Gesangslehrer/in (Nachhilfe)
2354000700018,Geigenlehrer/in (Privatunterricht)
2354000800018,Stimmtrainer/in
2354010000000,Musiklehrer/in (Grund- und weiterführende Schule)
2355000100018,Tanzpädagoge/in
2355000300018,Mallehrer/in (Nachhilfe)
2355000400018,Nachhilfelehrer/in (Privatunterricht)
2355010000000,Sonstige/r Kunstlehrer/in
2355020000000,Schauspiellehrer/in
2356000100018,Computertrainer/in
2356000200018,IT-Internet-Trainer/in
2356010000000,IT-Trainer/in
2359000100018,Verhalten Mentor
2359000200018,Kalligraphie Lehrer/in
2359000300018,Chemielehrer/in (Privatunterricht)
2359000400018,Nachhilfelehrer/in
2359000500018,Hochschulratgeber/in
2359000600018,Trainer/in debattieren
2359000700018,Schneiderlehrer/in (Privatunterricht)
2359000800018,Alphabetisierungslehrer/in (Privatunterricht)
2359000900018,Mathematiklehrer/in (nach der Schule)
2359001000018,NachhilfeLehrer/in für Mathematik (Privatunterricht)
2359003200018,Studienberater/in
2359010000000,Sportlehrer/in
2359060000000,Schul- oder Jugendsozialarbeiter/in
2411000100018,Berater für Buchhaltung
2411000200016,Buchhalter/in - gechartert und zertifiziert
2411000400016,Buchhalter/in - Universität qualifiziert
2411000500018,Wirtschaftsprüfer/in
2411000600018,Konkursprüfer/in
2411000700018,Kohlenstoff-Buchhalter/in
2411000800016,Geprüfter Buchhalter/in
2411000900018,Liquidator der Gesellschaft
2411001000018,Finanz-Controller/in
2411001100018,Finanzieller Liquidator
2411001200018,Insolvenzprüfer/in
2411001300018,Insolvenzverwalter/in
2411001400018,Controller/in
2411002700018,Qualitätsbeauftragter/in
2411002800018,Schiffsverfolger/in
2411003000018,Schulungs- und Compliance-Beauftragter/in
2411003100018,Schatzmeister/in
2411010000000,"Dipl. Kaufmann/frau, Dipl. Betriebswirt/in"
2411020000000,Richtlinienbeauftragte/r
2411040000000,Innenrevisor/in
2412000100018,Immobilienplaner/in
2412000200018,Finanzplaner/in
2412001200018,Berater für Immobilieninvestitionen
2412001300018,Superannuation-Berater/in
2412001400018,Vermögensberater/in
2412010000000,Finanzberater/in
2413000100018,Bond-Analyst
2413000200018,Investmentanalyst
2413000800018,Wertpapiere berater/in
2413010000000,Finanzanalyst/in
2421000100018,Manager/in für Geschäftsänderungen
2421000200018,Analyst für Geschäftsentwicklung
2421000300018,Kostenanalytiker/in
2421000400018,Logistik-Analyst
2421000500018,Management-Analyst
2421000600018,Management berater/in
2421002900018,Organisations- und Methodenanalytiker/in
2421003000018,Qualitätsprüfer (Dienstleistungsprodukte)
2421003100018,Lieferkettenanalyst
2421003200018,Lieferkettenplaner/in
2421010000000,Management-Consultant
2421020000000,Unternehmensspezialist/in
2422000100018,Filmzensur
2422000200018,Regierungszensur
2422000300018,Berater für Gesundheitsplanung
2422000400018,Intelligence-Analyst
2422001800018,Parlamentarische Forschungsoffizier/in
2422001900018,Richtlinienanalytiker/in
2422002000016,Polizist
2422002200016,Programmoffizier/in
2422002300016,Projektreferent
2422002400018,Öffentlicher Politikberater/in
2422002500018,Berater für Sicherheitspolitik
2422002600018,Berater für Sozialpolitik
2422020000000,Politische(r) Berater/in
2423000100018,Beschäftigungsberater/in
2423000300018,Beschäftigungsinterviewer/in
2423000500018,Human resource experte/in
2423000600018,Schiedsrichter für Arbeitsbeziehungen
2423001900018,Berufsanalytiker/in
2423002000018,Berufsberater/in
2423002100018,"Außenvermittlungsexperte, Outplacement"
2423002300018,Personalspezialist/in
2423002400018,Einstellungsverantwortliche/r
2423002600018,Arbeitsvermittler/in
2423010000000,Karriereberater/in
2423020000000,Referent/in Arbeitsbeziehungen
2423030000000,Jobanalytiker/in
2423050000000,Personalsachbearbeiter/in
2423060000000,Personalberater/in
2424000200018,Personalentwickler/in
2424000300018,Personalentwicklungstrainer/in
2424000400016,Mitarbeiter im Bereich Weiterbildung und Personalentwicklung
2424000500018,Spezialist für Personalentwicklung
2431000100018,Account Manager/in Marketing
2431000200018,Manager/in für Werbekonten
2431000400018,Marktforschungsanalytiker/in
2431000500018,Vertriebsberater/in
2431010000000,Werbefachmann/frau
2431020000000,"Marketing-Experte/Expertin, Vertriebsexperte/Vertriebsexpertin"
2431030000000,Kundenbetreuer/in in einer Werbeagentur
2431040000000,Werbetexter/in
2431060000000,Werbedesigner/in
2431070000000,Kommunikationsfachmann/frau
2431080000000,Marktanalytiker/in
2431090000000,Internethändler/in
2431100000000,Marktforscher/in
2432000100016,Kampagnenoffizier/in
2432000200018,"Berater, Kommunikation"
2432000300018,Berater für Beziehungen der Gemeinschaft
2432000400018,Texter Öffentlichkeitsarbeit
2432000600018,Berater für Unternehmensangelegenheiten
2432000700018,Lobbyist
2432000800018,Medienberater/in
2432000900018,Berater für Medienarbeit
2432001200018,Pressereferent
2432001300018,Pressesekretär/in
2432001400018,Beamter für öffentliche Angelegenheiten
2432001500018,Beamter der öffentlichen Information
2432001600018,Public Relations Account Executive
2432001800018,Publizist
2432001900018,Werbeagent
2432010000000,Referent/in für Öffentlichkeitsarbeit
2432010127600,PR-Berater/in
2433000100018,Verkaufsberater für Engineering
2433000200018,Medizinischer Verkaufsagent
2433001000018,Sales Account Manager/in (Industrieprodukte)
2433001100018,Sales Account Manager/in (medizinische Produkte)
2433001200018,Sales Account Manager/in (Arzneimittel)
2433001300018,Vertriebsmitarbeiter/in (technische Ausrüstung)
2433001400018,Handelsvertreter (Industrieprodukte)
2433001500016,Vertriebsmitarbeiter/in für technische oder medizinische Produkte
2433001700018,Technischer Verkaufsberater (außer IT)
2433020000000,Verkaufsingenieur/in
2433130000000,Verkaufsrepräsentant/in für pharmazeutische Produkte
2434000100018,Verkäufer für Kommunikationstechnologie
2434000200018,Edv-kundenbetreuer/in
2434000300018,Account Manager/in für IT-Computertechnologie
2434000400018,IT-Verkäufer/in
2434000600018,Sales Account Manager/in (Informations- und Kommunikationstechnologie)
2434000700018,Vertriebsmitarbeiter/in (Kommunikationstechnik)
2434000800018,Vertriebsmitarbeiter/in (Computersysteme)
2434000900018,Vertriebsmitarbeiter/in (Software)
2434001000018,Technischer Verkaufsberater (IT)
2434010000000,IT-Vertriebsfachmann/frau
2511000100018,EDV-Unternehmensanalytiker/in
2511000200018,Architekt für Geschäftslösungen (IT)
2511002400018,SAP-Analyst
2511002500018,SAP-Unternehmensadministrator
2511010000000,Systemanalytiker/in
2511010127600,Systemdesigner/in
2511020000000,IT-Berater/in
2511040000000,IT-Projektleiter/in
2511050000000,IT-Analyst/in
2511050000018,Computerwissenschaftler/in
2512000100018,Ingenieur/in für IT-Computeranwendungen
2512000200018,IT-Computersystemingenieur/in
2512000300018,Softwareentwickler/in
2512010000000,Software-Ingenieur/in
2513000100018,"Programmierer, Computerspiele"
2513000200018,Flash-Entwickler/in
2513000300018,Entwickler von Internetanwendungen
2513000400018,Programmierer für Internetanwendungen
2513000500018,Internet-Programmierer/in
2513000600018,Multimediaprogrammierer/in
2513001200018,Web Consultant
2513001300018,Web-developer/in
2513001400016,Webprogrammierer/in
2513010000000,Multimedia-Entwickler/in
2514010000000,Anwendungsprogrammierer/in
2519010000000,IT-Hardware-Ingenieur/in
2519020000000,Software-Tester/in
2521000100018,Datenadministrator
2521000200018,Datenwissenschaftler/in
2521000300018,Datenbanken analyst
2521000400018,Datenbankarchitekt/in
2521000500018,Datenbankprogrammierer/in
2521010000000,Datenbankdesigner/in
2521020000000,Datenbankadministrator/in
2522000100018,Network-administrator/in
2522000700018,Serveringenieur/in
2522000800018,Unix-Administrator
2522000900018,WAN Administrator
2522010000000,IT-Systemadministrator/in
2523000100018,Kommunikationsanalytiker/in
2523000200018,EDV netzwerke analyst
2523000300018,IT-Netzwerkarchitekt/in
2523010000000,Netzwerkspezialist/in
2529000100018,Data Mining Spezialist/in
2529000200018,Datensicherheitsanalytiker/in
2529000300018,Spezialist für digitale Forensik
2529000400018,EDV-Sicherheitsspezialist/in
2529010000000,IT-Revisor/in
2611000100018,Rechtsanwalt
2611000200018,Gesetzlicher Attaché
2611000300018,Rechtskonsulent
2611001000018,Parlamentarischer Zeichner/in
2611010000000,Rechtsanwalt/-wältin
2611020000000,Staatsanwalt/-wältin
2611030000000,"Rechtsberater/in, juristischer Berater/in"
2612000100018,Magistrat
2612010000000,Richter/in
2619000100018,Streitschlichtungspraktiker/in
2619001600018,Ombudsmann/-frau
2619001700018,Berufungsrichter der Sozialen Sicherheit
2619010000000,Notar/in
2621000100018,Kurator der Kunstgalerie
2621000200018,Leiter/in der Informationsabteilung
2621001000018,Records Manager/in
2621010000000,Archivar/in
2621020000000,Museumskurator/in
2622000100018,Bibliograf/in
2622000200018,Katalogisierer/in
2622010000000,Bibliothekar/in
2622020000000,Dokumentar/in
2631000100018,Analyst für Betriebswirtschaft
2631000200018,Wirtschaftsberater/in
2631000300018,Wirtschaftsanalytiker/in
2631000400018,Berater für Wirtschaftsentwicklung
2631000500018,Wirtschaftspolitischer Berater/in
2631000600018,Arbeitsökonom/in
2631010000000,Volkswirtschaftler/in
2631010127600,Marketing- und Vertriebsökonom/in
2631020000000,Ökonometriker/in
2632000100018,Anthropologe/in
2632000200018,Kriminologe/in
2632001700016,Sonstige/r Sozialwissenschaftler/innen
2632001800016,Soziologe/in
2632040000000,Geograf/in
2632050000000,Archäologe/in
2633000100018,Genealoge/in
2633000800018,Friedensforscher/in
2633010000000,Philosoph/in
2633020000000,Historiker/in
2633030000000,Politologe/Politologin
2634000100018,Lehrer/in für Verhaltensunterstützung
2634000200018,Wirtschaftspsychologe/in
2634000300018,Klinischer Psychologe/in
2634000400018,Pädagogischer Psychologe/in
2634002200018,Organisationspsychologe/in
2634002300018,Psychoanalytiker/in
2634002400018,Psychotherapeut/in
2634002500018,Sportpsychologe/in
2634002600018,Arbeits- und Organisationsexperte
2634002800018,Klinischer Neuropsychologe/in
2634002900018,Gesundheitspsychologe/in
2634010000000,Psychologe/in
2634020000000,Erziehungswissenschaftler/in
2635000100018,Trauerberater/in
2635000200018,Kinder- und Jugendberater/in
2635000300018,Sozialarbeiter des Distrikts
2635000400018,Familienpädagoge/in
2635000500018,Familientherapeut/in
2635000600018,Hausvater (professionell)
2635000700018,Eheberater/in
2635000800018,Ehe Therapeutin/in
2635004400018,Professionelle Fallbearbeiter/in
2635004500018,Professionelle Spendenaktion
2635004600018,Berater für sexuelle Übergriffe
2635004700016,Sozialpädagogischer Berater/in
2635004800018,Sozialarbeiter/in (professionell)
2635005000018,Wohlergehen der Frauen
2635020000000,"Sozialarbeiter/in in der Familien-, Erziehungs- oder Eheberatung"
2635030000000,Sozialarbeiter/in für psychisch kranke oder misshandelte Personen
2635050000000,Sozialarbeiter/in im Bereich Resozialisierung
2635090000000,Haftentlassungsbeamt/-er/in
2635100000000,Bewährungshelfer/in
2635180000000,Suchtberater/in
2635190000000,Haushaltsprüfer/in
2636000100018,Bischof
2636000200018,Imam
2636000300018,Missionar/in
2636000400018,Mufti
2636000500018,Mullah
2636001700018,Pfarrer/in
2636001800018,Poojari
2636001900016,"Priester/in, Pastor/in, Imam"
2636002000018,Rabbiner/in
2636002100018,Religionsminister/in
2636002200018,Theologe/in
2636002300018,Vikar/in
2636010000018,Heilsarmeeoffizier/in
2641000100018,Biograph
2641000200018,Texter technisch
2641000300018,Dokumentationsschreiber/in
2641000400018,Dramatiker/in
2641000500018,Redakteur/in
2641000600018,Handbuchschreiber/in
2641000700018,Verfasser/in interaktiver medien
2641001800018,Dichter/in
2641002000018,Szenarioschreiber/in
2641002100018,Buchredakteur/in
2641002200018,Kurzgeschichtenautor
2641002300018,Songschreiber/in
2641002400018,Redenschreiber/in
2641002500018,Schriftsteller/in
2641010000000,Autor/in
2641020000000,"Kolumnist/in, Kommentator/in"
2641030000000,Technische/r Redakteur/in (Autor/in)
2641040000000,Lektor/in (Bücher)
2642000100018,Kunstkritiker/in
2642000200018,Blogger/in
2642000400018,Texter Medien
2642000500018,Reporter der Verbrechen
2642000600018,Chefredakteur
2642000700018,Fashion Reporter/in
2642000800018,Finanzredakteur/in
2642000900018,Auslandsredakteur
2642001000018,Medienreporter/in
2642002900018,Nachrichten-Kommentator
2642003000018,Zeitungsredakteur/in
2642003100018,Zeitungsreporter/in
2642003200018,Herausgeber/in von Zeitschriften
2642003300018,Politischer Redakteur/in
2642003400018,Drücken Sie den Editor
2642003500018,Sportkommentator
2642003600018,Sporteditor/in
2642003700018,Sportreporter/in
2642010000000,Journalist/in
2642020127600,Bildredakteur/in
2642030000000,Medienkorrespondent/in
2642040000000,Nachrichtenredakteur/in
2642060000000,Mitarbeiter/in Presseabteilung
2642080000000,Reporter/in
2642090000000,Online-Journalist/in
2642100000000,Bildbearbeiter/in
2642110000000,Faktenprüfer/in
2642120000000,Journalist-Kameramann
2642130000000,Leiter/in einer Nachrichtenredaktion
2642200000000,Interviewer/in
2643000100018,Wörterbuch Schriftsteller/in
2643000300016,Dolmetscher/in (Universität/FH)
2643000400018,Vereidigter Übersetzer/in
2643000500018,Lexikograf/in
2643001400018,Philologe/in
2643001500018,Dolmetscher/in (Zeichensprache)
2643010000000,Übersetzer/in
2643020000000,Dolmetscher/in
2643030000000,Linguist/in
2651000100018,Künstlerische Stecher-Radierer/in
2651000200018,Comiczeichner/in
2651000300018,Keramikkünstler/in
2651001300018,Portraitmaler/in
2651001400018,Plakatmaler/in
2651001500018,Bildhauer/in
2651001600018,Bildender Künstler/in
2651010000000,"Kunstmaler/in, Maler/in"
2651010000018,Künstler 3d
2651020000018,Designer 3d
2651030000000,Bilder- oder Antiquitätenrestaurator/in
2651040000000,Grafiker/in
2652000100018,Bandleader/in
2652000200018,Bariton
2652000300018,Cellist
2652000400018,Klarinettenspieler/in
2652000500018,Trommler/in
2652000600018,Gitarrist
2652000700018,Harfenspieler/in
2652000800018,Instrumentalist
2652000900018,Musik Komponist
2652001000018,Musikdirigent
2652001100018,Transcriber für Musik
2652001200018,Musikwissenschaftler/in
2652002200018,Nachtclubmusiker/in
2652002300018,Nachtklubsänger/in
2652002400018,Orchesterdirigent
2652002500018,Orgelspieler/in
2652002600018,Schlagzeuger/in
2652002700018,Pianist/in
2652002800018,Saxophonist
2652002900018,Sopransängerin
2652003000018,Straßenmusiker/in
2652003100018,Straßensänger/in
2652003200018,Tenor
2652003300018,Posaunist
2652003400018,Trompeter/in
2652003500018,Geiger/in
2652003600018,Gesangsgruppenleiter/in
2652003700018,Musikalischer Stern
2652010000000,Musiker/in
2652020000000,Sänger/in
2652030000000,Arrangeur/in
2652040000000,"Chorleiter/in, Dirigent/in"
2652050000018,Singer-Songwriter/in
2653000100018,Ballett-Arrangeur
2653000200018,Balletttänzer/in
2653000300018,Ballsaaltänzer/in
2653000900018,Nachtklubtänzer/in
2653001000018,Nachtclub Stripperin
2653001100018,Straßentänzer/in
2653001200018,Striptease-Künstler/in
2653001300018,Striptease-Tänzer/in
2653001400018,Stepptänzer/in
2653001500018,Rapper/in
2653010000000,Tänzer/in
2653020000000,Choreograph/in
2654000100018,Produktionsleiter Animation
2654000200016,Regisseur für Animationen
2654000300016,Animation finalisieren
2654000400016,Animationsproduzent
2654000500016,Animationsassistent
2654000700018,Künstlerischer Leiter/in
2654000800018,Audioproduzent
2654000900018,Casting Director
2654001000018,Creative Director (TV / Radio oder Bühne)
2654001100018,Direktor Radiosender/in
2654001200018,Dokumentarregisseur/in
2654001300018,Dokumentarfilmer/in
2654001400018,Filmbearbeiter/in
2654001500018,Film-Standortleiter/in
2654001600018,Filmproduzent/in
2654001700018,Musikproduzent
2654004300018,Fernsehproduzent
2654004400018,Theaterproduzent/in
2654004500018,Videobearbeiter/in
2654010000000,Film- oder Theaterregisseur/in
2654010000018,Theaterdirektor
2654020000000,"Produzent/in im Bereich, Film, Theater oder in verwandten Branchen"
2655000100018,Schauspieler/in
2655000200018,Artist
2655000700018,Erzähler/in
2655000800018,Sprecher/in
2655010000000,Film- oder Theaterschauspieler/in
2655011000018,Fernsehschauspieler/in
2656000100018,Fernsehsender/in
2656000600018,Nachrichten-Ansager/in
2656000700018,Nachrichtenleser TV / Radio
2656000800018,Radioansager/in
2656000900018,Sport-Ansager/in
2656001000018,Talkshow Gastgeber/in
2656001100018,Fernsehsprecher/in
2656001200018,Verkehrsreporter/in
2656001300018,Wetterreporter/in
2656010000000,Radio- oder Fernsehmoderator/in oder Moderator/in in anderen Medien
2656020000000,Discjockey
2656030000000,Entertainer/in
2659000100018,Komiker/in
2659000300018,Illusionist
2659000400018,Imitator
2659000800018,Puppenspieler/in
2659000900018,Trapezkünstler/in
2659001000018,Wildtiertrainer/in
2659020000000,"Clown, Akrobat/in, Magier, Hypnosekünstler/in"
3111000100018,Chemietechniker/in
3111000200018,Techniker für Erdwissenschaften
3111000300018,Geotechniker/in
3111000400018,Hydrograph
3111001500018,Physik-Techniker/in
3111001600018,Wetterbeobachter/in
3111020000000,Fachtechniker/in für Geologie oder Mineralienkunde
3111030000000,Fachtechniker/in für die Untersuchung von Gesteinsproben
3111040000000,Fachtechniker/in für Meteorologie oder Ozeanographie
3112000100018,Kontrolleur/in Bau
3112000200018,Baukontrolleur/in
3112000300018,Bauingenieurschätzer/in
3112000400018,Büroangestellter/in
3112000600018,Brandschutzberater/in
3112010000000,Bauzeichner/in
3112020000000,Bauinspektor/in
3112030000000,Brandinspektor/in
3113000100018,Techniker der elektrischen Energieübertragungstechnik
3113000200018,Elektrischer Schätzer/in
3113000300018,Techniker für Beleuchtungstechnik
3113000800018,Qualitätsprüfer (elektrische Produkte)
3113000900018,Sicherheitsstrominspektor
3113010000000,Elektrotechniker/in
3113020000000,Techniker/in Stromanlagen
3114000100018,Techniker für Instrumentierung
3114000900018,Qualitätsprüfer (elektronische Produkte)
3114010000000,Elektroniktechniker/in
3114020000000,Maschinenbediener/in Halbleiterherstellung
3115000100018,Luftfahrttechniker/in
3115000200018,Techniker für landwirtschaftliche Maschinenbau
3115000300018,Techniker für Klimatechnik
3115000400018,KFZ Techniker/in
3115000500018,Techniker für Dieselmotoren
3115000600018,Techniker für Gasturbinen
3115000700018,Techniker für Heizungstechnik
3115000800018,Jet Engine Engineering-Techniker/in
3115000900018,Techniker für Lokomotiventechnik
3115001000018,Marine-Techniker/in
3115001100018,Schiffssachverständige/r
3115001200018,Mechanischer Schätzer/in
3115001400018,Motorentechniker/in
3115002500018,Nukleartechniker/in
3115002600018,Kältetechniker/in
3115002700018,Fahrzeuginspektor/in
3115010000000,Maschinenbautechniker/in
3115020000000,Kühlraumtechniker/in
3115030000000,Schleusen- oder Dockbetreiber/in
3116000100018,Techniker für chemische Verfahrenstechnik
3116000200018,Erdgas-Techniker/in
3116020000000,Mitarbeiter/in im Bereich Fotoverarbeitung
3117000100018,Korrosionstechniker/in
3117000200018,Industrieller Radiologe/in
3117000300018,Bergwerksinspektor
3117000800018,Öl- und Gasbohrgerät
3117000900018,Techniker für die Ölförderung
3117001000018,Schweißinspektor
3117010000000,Bergbautechniker/in
3117020000000,Werkstofftechniker/in
3117030000000,"Labortechniker/in Stahl, andere Metalle"
3118000100018,Architektischer Zeichner/in
3118000200018,CAD Zeichner/in
3118000300018,Kartographische Zeichnerin
3118000400018,Zivilzeichner/in
3118000500018,Elektrofachkraft
3118000600018,Elektronik-Zeichner/in
3118000800018,Geologischer Zeichner/in
3118000900018,Lithographischer Zeichner/in
3118001000018,Marine Zeichner/in
3118001100018,Bergbauzeichner/in
3118004300018,Sanitärzeichner/in
3118004400018,Konstruktionszeichner/in
3118004500018,Technischer Zeichner/in
3118004600018,Topographischer Zeichner/in
3118010000000,Technische/r Zeichner/in
3118020000000,Technische/r Illustrator/in
3118030000000,Elektronischer Zeichner/in
3118040000000,Mechanischer Zeichner/in
3118050000000,"Bauzeichner/in, alle anderen"
3119000100018,Brandermittler/in
3119000200018,Wirtschaftsingenieur/in
3119001000018,Techniker für die Produktionstechnik
3119001100018,Techniker für Mengenvermessung
3119001200018,Robotik-Techniker/in
3119001300018,Arbeitstechniker arbeiten
3119030000000,"Labortechniker/in Beton, Asphalt, Asbest oder verwandte Produkte"
3119040000000,"Labortechniker/in Plastik, Textil, oder Chemikalien"
3119990027600,Ingenieur Technische Berufe (Sonstige)
3121000100018,Technischer Offizier im Bergbau
3121010000000,"Fahrsteiger/in, Fahrhauer/in"
3122000100018,Montageleiter/in
3122000200018,Montageleiter/in (elektrische Produkte)
3122000300018,Montageleiter/in (elektronische Produkte)
3122000400018,Montageleiter/in (mechanische Produkte)
3122000500018,Montageleiter/in (Metallprodukte)
3122000600018,Montageleiter/in (Kartonprodukte)
3122000700018,Montageleiter/in (Kunststoffprodukte)
3122000800018,Montageleiter/in (Gummiprodukte)
3122000900018,Montageleiter/in (Textilwaren)
3122001000018,Montageleiter/in (Holzprodukte)
3122001100018,Werksleiter/in
3122010000000,"Vorarbeiter/in Prozesskontrolle von industrieller Produktion, Industrie, Metall"
3123000100018,Betriebsleiter/in aufsichtskraft im bau
3123000200016,"Bauunternehmerstraßen, Wasserwerke"
3123000300018,Bauleiter/in
3123030000000,Projektmanager/in im Bereich Tiefbau
3123040000000,Anlagenleiter/in
3123050000000,Auftragnehmer/in im Bauwesen
3123060000000,Konstrukteur/in
3131000100018,Betreiber/in von Elektrizitätskraftwerken
3131000200018,Kraftwerksbetreiber (Gas)
3131000300018,Betreiber/in der Stromerzeugungsturbine
